Flock_ID,Julian_Date,Season,Site_Segment,Transect,Site,Minute,Minute_2,Chlorospingus,Species,Size,Furnariid_Sp,Tyrannid_Sp,Migrant_Sp,Thraupid_Sp,SESFRic,SESFDis,SESPD,SESMPD,Dist_Edge,1km_forest,1km_edge,Canopy_Cover,Understory_Density,Tree_Size,Vertical_Structure,Trogon collaris,Trogon personatus,Eubucco bourcierii,Veniliornis dignus,Veniliornis fumigatus,Colaptes rubiginosus,Piaya cayanna,Picumnus granadensis,Premnornis guttuligera,Premnoplex brunnescens,Margarornis stellatus,Pseudocolaptes boissonneautii,Xenops rutilans,Syndactyla subalaris,Anabacerthia striaticollis,Philydor rufum,Thripadectes holostictus,Thripadectes virgaticeps,Dendrocolaptes picumnus,Xiphorhynchus triangularis,Lepidocolaptes lacrymiger,Dysithamnus mentalis,Phyllomyias nigrocapillus,Phyllomyias cinereiceps,Mecocerculus poecilocercus,Phylloscartes poecilotis,Phylloscartes opthalmicus,Leptopogon rufipectus,Mionectes striaticollis,Myiophobus flavicans,Nephelomyias pulcher,Myiophobus fasciatus,Pyrrhomyias cinnamomeus,Contopus fumigatus,Myiarchus tuberculifer,Myiarchus cephalotes,Pipreola riefferi,Ampelioides tschudii,Pachyramphus versicolor,Pachyramphus polychopterus,Snowornis cryptolophus,Cyclarhis nigrirostris,Vireo leucophrys,Hylophilus semibrunneus,Cyanocorax yncas,Henicorhina leucophrys,Hemispingus frontalis,Creurgops verticalis,Anisognathus notabilis,Anisognathus somptuosus,Iridosornis porphyrocephalus,Chlorochrysa nitidissima,Sporothraupis cyanocephala,Tangara ruficervix,Tangara heinei,Tangara nigroviridis,Tangara labradorides,Tangara gyrola,Tangara xanthocephala,Tangara arthus,Tangara vitriolina,Chlorophanes spiza,Diglossa caerulescens,Diglossa cyanea,Diglossa albilatera,Tiaris olivaceus,Coereba flaveola,Saltator atripennis,Arremonops bruneinucha,Atlapetes albinucha,Chlorospingus canigularis,Chlorospingus semifuscus,Habia cristata,Piranga flava,Amblycercus holostictus,Setophaga pitiayumi,Myiothlypis coronatus,Basileuterus tristriatus,Myioborus miniatus,Euphonia laniirostris,Euphonia xanthogaster,Chlorophonia phyrrophrys,Chlorophonia cyanea,Mniotilta varia,Setophaga fusca,Cardellina canadensis,Vermivora chrysoptera,Vireo flavifrons,Piranga rubra,Leiothlypis peregrina,Setophaga cerulea,Myrmotherula schisticolor,Setophaga castanea,Campylorhamphus pusillus,Dendrocincla tyrannina,Cinnycerthia olivacea,Chlorornis riefferii,Pheucticus ludovicianus,Vireo olivaceus
377,42,1,Brisas-4,Las Brisas,4,610,372100,0,4,6,0,0,0,3,-1.143156041,-1.07586869,-1.520435665,-2.885011006,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,42,1,Brisas-5,Las Brisas,4,671,450241,0,3,5,0,0,1,1,-0.275421521,-0.553380784,-0.511844623,-1.666596371,101,32.39,37.91,-3.445111179,2.150415,0.57480564,-1.775088624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,42,1,Brisas-4,Las Brisas,4,715,511225,1,5,6,1,0,1,0,-0.964843257,-1.544213304,0.883901278,0.333867675,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,42,1,Brisas-5,Las Brisas,4,738,544644,0,7,12,0,0,1,2,-0.309686537,-0.881251896,0.864456448,-0.370219629,101,32.39,37.91,-3.445111179,2.150415,0.57480564,-1.775088624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,42,1,Brisas-2,Las Brisas,4,987,974169,0,4,6,0,0,1,2,-0.493670842,-1.123321559,-0.485262166,-1.520480194,32,32.39,37.91,-0.281556377,-3.009442323,-0.814776117,-1.678991462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,43,1,Brisas-3,Las Brisas,4,508,258064,0,6,9,0,0,1,4,-1.033344413,-1.228148677,-2.225562883,-3.454011178,118,32.39,37.91,-0.123378637,-0.048374458,0.09633239,-1.901813321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,43,1,Brisas-4,Las Brisas,4,583,339889,1,11,17,2,0,1,2,-0.59216769,-1.977512798,-0.626629349,-1.137204625,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,43,1,Brisas-5,Las Brisas,4,608,369664,1,11,17,1,0,1,3,-0.717850595,-1.627843811,0.618279927,-1.771668315,101,32.39,37.91,-3.445111179,2.150415,0.57480564,-1.775088624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,43,1,Brisas-4,Las Brisas,4,661,436921,1,9,12,1,0,1,2,-1.228714045,-2.214874575,0.27030784,-0.572735393,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,43,1,Brisas-4,Las Brisas,4,818,669124,1,5,9,0,0,1,2,-1.190729841,-2.321444919,-1.561539565,-2.882356679,110,32.39,37.91,0.351154583,0.793270343,-0.078179083,-1.437165798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,44,1,Brisas-2,Las Brisas,4,475,225625,0,3,5,0,0,1,1,-0.612916314,-0.54078423,-0.851773316,-2.03131281,32,32.39,37.91,-0.281556377,-3.009442323,-0.814776117,-1.678991462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,44,1,Brisas-3,Las Brisas,4,550,302500,1,4,7,0,0,0,2,-1.017513852,-2.20078208,-1.231025458,-2.298112768,118,32.39,37.91,-0.123378637,-0.048374458,0.09633239,-1.901813321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,48,1,Tulia-5,La Tulia,3,495,245025,1,9,15,1,1,1,1,-1.268526044,-1.828456115,0.262086381,-0.577487388,45,13.09,20.15,0.509332323,-1.528904802,1.679775944,-0.013373456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,48,1,Gitana-2,La Gitana,2,510,260100,1,9,15,2,1,1,0,-1.057173857,-0.391200759,0.947087516,1.528284763,118,28.93,25.22,0.983865543,-2.88688609,2.76663244,-0.128226738,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,48,1,Gitana-5,La Gitana,2,555,308025,1,2,3,0,0,1,0,NA,-1.414667451,-0.12139021,-1.497686831,30,28.93,25.22,0.192976843,-2.453813127,5.819390073,0.836111441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,48,1,Gitana-1,La Gitana,2,591,349281,1,16,22,2,1,3,4,-1.34595102,-1.997836325,-1.692021089,-1.948580846,43,28.93,25.22,1.142043284,-2.086734719,-0.475512032,0.309863874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
393,48,1,Gitana-4,La Gitana,2,631,398161,1,6,9,0,0,0,2,-0.746279408,-2.123375931,-0.877873367,-1.788010707,32,28.93,25.22,1.142043284,-3.722835891,1.748357415,0.075256732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,48,1,Gitana-1,La Gitana,2,672,451584,1,8,13,2,1,0,1,-0.518826664,-0.906995935,0.817413633,0.556264318,43,28.93,25.22,1.142043284,-2.086734719,-0.475512032,0.309863874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,48,1,NA,La Gitana,2,718,515524,1,8,12,1,1,0,1,-1.070460589,-1.380724704,1.452288281,0.52082721,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,48,1,Tulia-3,La Tulia,3,860,739600,1,13,17,1,1,5,4,-1.1741078,-2.730950673,-1.291624694,-2.018812007,37,13.09,20.15,0.192976843,-2.366817299,-1.19661689,-0.565520205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
397,50,1,Gitana-1,La Gitana,2,570,324900,1,9,21,1,0,1,2,-0.654778922,-1.644905603,-0.996788335,-2.393193158,43,28.93,25.22,1.142043284,-2.086734719,-0.475512032,0.309863874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,50,1,Gitana-1,La Gitana,2,640,409600,1,14,20,1,2,2,3,-1.393096411,-1.724128559,-0.153408118,0.234847504,43,28.93,25.22,1.142043284,-2.086734719,-0.475512032,0.309863874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399,51,1,Gitana-2,La Gitana,2,520,270400,1,12,19,1,1,3,2,-1.55927348,-2.561705414,-0.014512884,-0.355712442,118,28.93,25.22,0.983865543,-2.88688609,2.76663244,-0.128226738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
400,51,1,Tulia-1,La Tulia,3,572,327184,0,9,13,1,0,3,2,-1.5379662,-2.226718449,-1.375598766,-1.075254365,10,13.09,20.15,-0.597911858,-0.175841914,1.648913643,-0.132347148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
401,51,1,Tulia-5,La Tulia,3,610,372100,0,3,8,0,0,1,2,-0.887863333,-0.979161517,-0.922142221,-2.014978949,45,13.09,20.15,0.509332323,-1.528904802,1.679775944,-0.013373456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,51,1,Tulia-3,La Tulia,3,640,409600,1,10,15,0,0,2,3,-1.219011271,-2.349015172,-2.356247127,-3.230764369,37,13.09,20.15,0.192976843,-2.366817299,-1.19661689,-0.565520205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,51,1,NA,La Gitana,2,702,492804,1,10,14,0,0,1,2,-1.328484599,-1.897330049,-0.702550795,-1.370534634,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,49,1,Gitana-2,La Gitana,2,580,336400,1,10,16,2,1,1,4,-1.159675203,-1.789661725,-0.223656094,-0.950494415,118,28.93,25.22,0.983865543,-2.88688609,2.76663244,-0.128226738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,49,1,Gitana-4,La Gitana,2,605,366025,1,8,13,1,0,0,1,-0.743561591,-1.896385574,1.01559818,-0.042490919,32,28.93,25.22,1.142043284,-3.722835891,1.748357415,0.075256732,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,49,1,Gitana-2,La Gitana,2,670,448900,0,13,20,3,1,1,4,-1.097969039,-1.006198954,0.566551604,0.320438252,118,28.93,25.22,0.983865543,-2.88688609,2.76663244,-0.128226738,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,49,1,Gitana-5,La Gitana,2,890,792100,0,3,5,0,0,2,1,1.02685388,-0.400059531,-0.761704384,-1.863142033,30,28.93,25.22,0.192976843,-2.453813127,5.819390073,0.836111441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
408,49,1,Gitana-3,La Gitana,2,930,864900,0,4,6,1,1,1,1,-0.118878074,-1.101610172,0.394008598,0.018102345,14,28.93,25.22,1.616576504,-3.700766667,2.880667214,1.190738825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,49,1,Gitana-5,La Gitana,2,983,966289,1,7,8,1,1,1,2,0.459552144,-0.938840473,0.72614685,0.190453556,30,28.93,25.22,0.192976843,-2.453813127,5.819390073,0.836111441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,51,1,Tulia-3,La Tulia,3,935,874225,0,4,5,1,0,1,1,-0.240320411,-1.179011285,-0.35386476,-0.891500601,37,13.09,20.15,0.192976843,-2.366817299,-1.19661689,-0.565520205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,52,1,Tulia-2,La Tulia,3,542,293764,0,3,8,0,0,0,2,-0.751897063,-0.069036908,-0.948855862,-2.22593865,33,13.09,20.15,0.351154583,-3.720398666,-0.598250838,0.617835375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,52,1,Tulia-5,La Tulia,3,575,330625,1,10,14,3,1,1,2,0.478623097,0.13623569,0.2680758,0.363578196,45,13.09,20.15,0.509332323,-1.528904802,1.679775944,-0.013373456,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
413,52,1,Tulia-4,La Tulia,3,658,432964,1,11,14,1,0,3,2,-1.932056978,-2.450023831,-0.373403321,-1.959278183,23,13.09,20.15,0.983865543,-3.36225027,-0.910641225,-1.767249034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
414,52,1,Tulia-1,La Tulia,3,681,463761,1,3,4,0,0,1,0,-0.82522476,-0.997091514,-0.104174209,-0.588324284,10,13.09,20.15,-0.597911858,-0.175841914,1.648913643,-0.132347148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,52,1,Tulia-5,La Tulia,3,927,859329,1,13,19,2,1,2,2,-0.661307257,-1.988253161,0.336661325,-0.043621868,45,13.09,20.15,0.509332323,-1.528904802,1.679775944,-0.013373456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
416,52,1,Tulia-5,La Tulia,3,1008,1016064,1,8,11,0,1,1,2,-0.82726513,-1.439199817,0.44103815,-0.333020873,45,13.09,20.15,0.509332323,-1.528904802,1.679775944,-0.013373456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,53,1,Tulia-5,La Tulia,3,558,311364,1,3,4,0,0,1,0,-0.834310967,-1.609526378,-0.960841413,-2.284667049,45,13.09,20.15,0.509332323,-1.528904802,1.679775944,-0.013373456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,56,1,Brillante-1,El Brillante,9,435,189225,0,6,10,1,0,2,3,-1.043007116,-1.048124735,-1.353112959,-2.13583175,9,87.5,12.38,1.774754244,0.295137226,-0.061139168,0.462370587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
